time,pitch,roll,co2
2022/12/22 22:47:42,-0.504,0.937,13
2022/12/22 22:47:43,-0.413,1.516,12
2022/12/22 22:47:44,0.103,1.419,6
2022/12/22 22:47:45,-0.101,1.47,19
2022/12/22 22:47:47,-0.261,1.158,22
2022/12/22 22:47:48,0.307,1.461,22
2022/12/22 22:47:49,-0.354,1.465,18
2022/12/22 22:47:50,0.051,1.561,20
2022/12/22 22:47:51,0.465,1.98,13
2022/12/22 22:47:53,-0.051,1.721,19
2022/12/22 22:47:54,1.069,1.199,22
2022/12/22 22:47:55,0.407,1.62,23
2022/12/22 22:47:56,0.363,1.568,16
2022/12/22 22:47:58,-0.306,1.617,13
2022/12/22 22:47:59,-0.413,2.051,11
2022/12/22 22:48:00,0.155,1.761,7
2022/12/22 22:48:01,0.308,0.8809999,8
2022/12/22 22:48:02,0.411,1.474,1
2022/12/22 22:48:04,0,1.671,0
2022/12/22 22:48:05,0.205,1.631,0
2022/12/22 22:48:06,0.305,1.116,4
2022/12/22 22:48:07,-0.307,1.682,12
2022/12/22 22:48:08,0.102,1.885,11
2022/12/22 22:48:10,1.266,0.999,21
2022/12/22 22:48:11,0.307,1.864,34
2022/12/22 22:48:12,0.719,1,34
2022/12/22 22:48:13,0.616,1.404,37
2022/12/22 22:48:15,-0.306,1.102,32
2022/12/22 22:48:16,-0.463,1.665,33
2022/12/22 22:48:17,0.357,1.574,32
2022/12/22 22:48:18,0.154,2.016,34
2022/12/22 22:48:19,0.051,0.989,33
2022/12/22 22:48:21,0.563,1.691,31
2022/12/22 22:48:22,-0.205,1.412,40
2022/12/22 22:48:23,0,1.401,41
2022/12/22 22:48:24,0,1.662,29
2022/12/22 22:48:26,0.204,1.411,41
2022/12/22 22:48:27,0.459,1.622,31
2022/12/22 22:48:28,0.402,1.88,36
2022/12/22 22:48:29,-0.051,1.827,29
2022/12/22 22:48:30,0.306,2.064,37
2022/12/22 22:48:32,-0.203,1.36,33
2022/12/22 22:48:33,-0.154,1.141,39
2022/12/22 22:48:34,-0.67,1.888,30
2022/12/22 22:48:35,0,1.626,31
2022/12/22 22:48:37,0.458,1.748,21
2022/12/22 22:48:38,0.764,2.283,22
2022/12/22 22:48:39,0.204,1.093,14
2022/12/22 22:48:40,-0.412,1.3,15
2022/12/22 22:48:41,0,0.83,12
2022/12/22 22:48:43,0.565,1.622,13
2022/12/22 22:48:44,0.361,1.501,13
2022/12/22 22:48:45,0.102,1.599,14
2022/12/22 22:48:46,-0.619,1.966,26
2022/12/22 22:48:48,-0.354,1.809,20
2022/12/22 22:48:49,-0.936,2.262,23
2022/12/22 22:48:50,0.353,1.725,19
2022/12/22 22:48:51,0.508,1.308,25
2022/12/22 22:48:52,0.201,2.217,24
2022/12/22 22:48:54,0.101,1.795,19
2022/12/22 22:48:55,0.459,1.427,31
2022/12/22 22:48:56,0.252,1.61,45
2022/12/22 22:48:57,0.463,1.971,53
2022/12/22 22:48:59,-0.357,1.631,42
2022/12/22 22:49:00,-0.256,1.577,69
2022/12/22 22:49:01,-0.102,1.629,82
2022/12/22 22:49:02,0.052,1.265,96
2022/12/22 22:49:04,-0.406,0.673,109
2022/12/22 22:49:05,0.608,1.609,98
2022/12/22 22:49:06,-0.205,1.74,79
2022/12/22 22:49:07,0.678,1.21,62
2022/12/22 22:49:08,0.104,1.518,68
2022/12/22 22:49:10,0.05,1.75,86
2022/12/22 22:49:11,0.052,1.042,111
2022/12/22 22:49:12,-0.622,1.266,102
2022/12/22 22:49:13,0.051,1.267,83
2022/12/22 22:49:14,-0.771,1.521,77
2022/12/22 22:49:16,-0.505,1.319,73
2022/12/22 22:49:17,0.406,0.996,69
2022/12/22 22:49:18,0.938,1.048,72
2022/12/22 22:49:19,0.254,2.027,86
2022/12/22 22:49:21,0.461,1.582,95
2022/12/22 22:49:22,0.52,1.289,87
2022/12/22 22:49:23,0.561,0.679,102
2022/12/22 22:49:24,-0.46,0.996,111
2022/12/22 22:49:25,-0.816,1.982,143
2022/12/22 22:49:27,0.463,1.428,133
2022/12/22 22:49:28,-0.101,1.632,118
2022/12/22 22:49:29,-0.207,1.926,158
2022/12/22 22:49:31,0.05,1.605,189
2022/12/22 22:49:32,-0.103,1.369,174
2022/12/22 22:49:33,0.407,1.61,141
2022/12/22 22:49:34,0.104,2.125,104
2022/12/22 22:49:35,-0.923,1.987,104
2022/12/22 22:49:36,0.208,1.313,114
2022/12/22 22:49:38,-0.259,1.869,121
2022/12/22 22:49:39,0.256,1.728,104
2022/12/22 22:49:40,-0.305,1.868,81
2022/12/22 22:49:41,-0.051,1.31,67
2022/12/22 22:49:43,0.101,2.187,67
2022/12/22 22:49:44,0.254,1.415,63
2022/12/22 22:49:45,0.311,1.962,56
2022/12/22 22:49:46,0.409,1.162,49
2022/12/22 22:49:47,-0.562,1.782,49
2022/12/22 22:49:49,1.083,1.686,43
2022/12/22 22:49:50,-0.263,1.091,36
2022/12/22 22:49:51,-0.255,1.683,35
2022/12/22 22:49:52,0.716,1.774,39
2022/12/22 22:49:54,0.524,1.298,40
2022/12/22 22:49:55,0.203,1.252,40
2022/12/22 22:49:56,0.611,0.892,31
2022/12/22 22:49:57,-0.052,1.204,33
2022/12/22 22:49:59,0.512,2.023,36
2022/12/22 22:50:00,-0.051,1.991,37
2022/12/22 22:50:01,-0.501,1.683,49
2022/12/22 22:50:02,0.203,2.084,42
2022/12/22 22:50:03,-0.151,1.885,40
2022/12/22 22:50:05,0,1.923,30
2022/12/22 22:50:06,0.202,1.248,30
2022/12/22 22:50:07,0.256,1.435,37
2022/12/22 22:50:08,0.209,1.939,28
2022/12/22 22:50:09,0.254,1.374,33
2022/12/22 22:50:11,0.152,1.777,33
2022/12/22 22:50:12,0.363,1.374,25
2022/12/22 22:50:13,0.206,0.95,34
2022/12/22 22:50:14,0.051,1.455,36
2022/12/22 22:50:15,0.051,2.239,31
2022/12/22 22:50:17,-0.153,1.271,33
2022/12/22 22:50:18,0.513,1.148,29
2022/12/22 22:50:19,0.102,1.711,37
2022/12/22 22:50:20,0.205,2.025,30
2022/12/22 22:50:22,0.102,1.442,26
2022/12/22 22:50:23,-0.305,1.493,30
2022/12/22 22:50:24,0,1.957,32
2022/12/22 22:50:25,0.716,1.373,22
2022/12/22 22:50:26,-0.515,1.68,30
2022/12/22 22:50:28,-0.205,1.1,24
2022/12/22 22:50:29,-0.406,1,22
2022/12/22 22:50:30,-0.154,1.817,63
2022/12/22 22:50:31,0,2.018,64
2022/12/22 22:50:33,-0.409,1.725,59
2022/12/22 22:50:34,0.309,2.176,46
2022/12/22 22:50:35,0,1.74,35
2022/12/22 22:50:36,0.8679999,2.084,30
2022/12/22 22:50:38,0.152,2.09,41
2022/12/22 22:50:39,0.461,1.449,45
2022/12/22 22:50:40,-0.459,1.561,42
2022/12/22 22:50:41,0.313,0.208,72
2022/12/22 22:50:42,-0.507,2.012,77
2022/12/22 22:50:44,0.102,1.851,67
2022/12/22 22:50:45,1.067,0.78,58
2022/12/22 22:50:46,-0.101,1.452,42
2022/12/22 22:50:47,0.705,2.021,46
2022/12/22 22:50:49,0,1.708,41
2022/12/22 22:50:50,0.154,1.524,28
2022/12/22 22:50:51,0,1.733,32
2022/12/22 22:50:52,-0.511,1.861,28
2022/12/22 22:50:54,0.052,1.577,25
2022/12/22 22:50:55,0.566,1.512,30
2022/12/22 22:50:56,0.154,1.153,37
2022/12/22 22:50:57,0.156,1.777,31
2022/12/22 22:50:58,0.528,1.844,33
2022/12/22 22:50:59,-0.204,1.356,25
2022/12/22 22:51:01,-0.155,1.298,26
2022/12/22 22:51:02,0.518,1.401,41
2022/12/22 22:51:03,0.411,1.429,74
2022/12/22 22:51:04,-0.408,1.527,62
2022/12/22 22:51:06,0.303,1.428,53
2022/12/22 22:51:07,-0.354,1.614,34
2022/12/22 22:51:08,0.409,0.8809999,43
2022/12/22 22:51:09,-0.707,1.942,22
2022/12/22 22:51:10,0.405,1.055,21
2022/12/22 22:51:12,0.104,1.449,19
2022/12/22 22:51:13,-0.051,1.419,21
2022/12/22 22:51:15,0,1.467,23
2022/12/22 22:51:15,0.153,1.09,27
2022/12/22 22:51:17,0.051,1.831,36
2022/12/22 22:51:18,-0.051,1.3,29
2022/12/22 22:51:19,0.358,1.61,29
2022/12/22 22:51:20,-0.052,1.414,28
2022/12/22 22:51:21,-0.409,1.054,37
2022/12/22 22:51:23,0.6690001,1.306,45
2022/12/22 22:51:24,0.102,2.276,39
2022/12/22 22:51:25,0.772,1.514,33
2022/12/22 22:51:27,-0.257,0.474,36
2022/12/22 22:51:28,0,1.944,27
2022/12/22 22:51:29,0.311,1.086,39
2022/12/22 22:51:30,0.363,1.707,36
2022/12/22 22:51:31,0.723,1.32,28
2022/12/22 22:51:33,-0.205,2.154,69
2022/12/22 22:51:34,-0.355,1.782,106
2022/12/22 22:51:35,0.355,1.098,107
2022/12/22 22:51:36,0.9139999,1.473,89
2022/12/22 22:51:37,0.101,1.429,54
2022/12/22 22:51:39,0.308,1.858,44
2022/12/22 22:51:40,0.777,1.41,38
2022/12/22 22:51:41,0,0.8389999,18
2022/12/22 22:51:42,-0.102,1.631,12
2022/12/22 22:51:43,0.257,1.091,0
2022/12/22 22:51:45,-0.153,0.894,7
2022/12/22 22:51:46,0.102,1.473,3
2022/12/22 22:51:47,0.357,1.625,9
2022/12/22 22:51:48,-0.103,2.284,8
2022/12/22 22:51:50,0.051,1.406,0
2022/12/22 22:51:51,0,0.894,10
2022/12/22 22:51:52,0.204,1.259,3
2022/12/22 22:51:53,0,1.253,0
2022/12/22 22:51:54,-0.202,1.049,2
2022/12/22 22:51:56,-0.406,1.461,4
2022/12/22 22:51:57,0.567,1.611,2
2022/12/22 22:51:58,0.102,1.622,7
2022/12/22 22:51:59,0.257,2.444,0
2022/12/22 22:52:00,0.102,0.89,0
2022/12/22 22:52:02,0,0.689,0
2022/12/22 22:52:03,0.879,1.383,4
2022/12/22 22:52:04,0.516,1.375,0
2022/12/22 22:52:05,0.304,1.378,0
2022/12/22 22:52:07,-0.101,2.053,2
2022/12/22 22:52:08,0.204,2.034,0
2022/12/22 22:52:09,-0.357,1.545,0
2022/12/22 22:52:10,-0.102,1.532,0
2022/12/22 22:52:11,0.913,1.817,0
2022/12/22 22:52:13,-0.203,2.328,0
2022/12/22 22:52:14,0.051,1.099,0
2022/12/22 22:52:15,-0.051,1.611,0
2022/12/22 22:52:16,-0.305,1.629,0
2022/12/22 22:52:17,-0.405,1.644,0
2022/12/22 22:52:19,-0.052,1.98,0
2022/12/22 22:52:20,0,1.762,0
2022/12/22 22:52:21,-0.154,2.016,0
2022/12/22 22:52:22,0.305,2.197,0
2022/12/22 22:52:23,0.465,1.302,0
2022/12/22 22:52:25,-0.149,1.207,0
2022/12/22 22:52:26,-0.206,1.698,0
2022/12/22 22:52:27,-0.35,1.736,0
2022/12/22 22:52:28,0.457,1.629,0
2022/12/22 22:52:30,0.102,1.754,0
2022/12/22 22:52:31,-0.308,1.608,0
2022/12/22 22:52:32,0.672,1.198,0
2022/12/22 22:52:33,-0.205,1.201,0
2022/12/22 22:52:34,0.461,1.729,0
2022/12/22 22:52:36,0.256,1.62,2
2022/12/22 22:52:37,-0.46,1.517,0
2022/12/22 22:52:38,-0.156,1.524,0
2022/12/22 22:52:39,0.578,1.616,0
2022/12/22 22:52:40,0,1.707,0
2022/12/22 22:52:42,-0.357,1.36,3
2022/12/22 22:52:43,0.253,1.569,1
2022/12/22 22:52:44,0.205,1.157,0
2022/12/22 22:52:45,0.612,1.25,0
2022/12/22 22:52:46,0.102,1.803,5
2022/12/22 22:52:48,-0.254,1.261,6
2022/12/22 22:52:49,-0.052,1.414,12
2022/12/22 22:52:50,0.408,1.909,2
2022/12/22 22:52:51,0.731,1.42,1
2022/12/22 22:52:53,0.413,1,0
2022/12/22 22:52:54,1.184,1.339,0
2022/12/22 22:52:55,0.153,1.47,0
2022/12/22 22:52:56,0.308,1.463,0
2022/12/22 22:52:57,0.357,1.552,0
2022/12/22 22:52:59,-0.155,1.461,0
2022/12/22 22:53:00,0.205,0.89,0
2022/12/22 22:53:01,-0.557,1.521,0
2022/12/22 22:53:02,-0.405,1.721,0
2022/12/22 22:53:03,-0.205,1.192,0
2022/12/22 22:53:05,0.103,1.696,0
2022/12/22 22:53:06,0.306,1.555,0
2022/12/22 22:53:07,0.62,1.694,0
2022/12/22 22:53:08,0.779,2.079,0
2022/12/22 22:53:10,0.051,1.892,0
2022/12/22 22:53:11,0,1.753,0
2022/12/22 22:53:12,-0.152,1.349,0
2022/12/22 22:53:13,0.156,1.787,0
2022/12/22 22:53:14,-0.558,1.642,0
2022/12/22 22:53:16,-0.204,1.524,0
2022/12/22 22:53:17,-0.104,1.474,0
2022/12/22 22:53:18,-0.201,1.566,0
2022/12/22 22:53:19,0.154,1.313,0
2022/12/22 22:53:20,0.154,1.623,0
2022/12/22 22:53:22,0.933,1.437,0
2022/12/22 22:53:23,0.614,1.774,0
2022/12/22 22:53:24,0.518,0.9929999,0
2022/12/22 22:53:25,0.152,1.431,0
2022/12/22 22:53:26,0.259,0.8360001,0
2022/12/22 22:53:28,0.102,1.61,0
2022/12/22 22:53:29,-0.1,2.268,0
2022/12/22 22:53:30,0.205,1.729,0
2022/12/22 22:53:31,-0.61,1.169,0
2022/12/22 22:53:32,0.051,1.26,0
2022/12/22 22:53:34,0.258,1.15,0
2022/12/22 22:53:35,0.309,1.404,0
2022/12/22 22:53:36,0.877,1.364,0
2022/12/22 22:53:37,1.008,1.146,0
2022/12/22 22:53:39,0.927,1.543,0
2022/12/22 22:53:40,0.361,1.369,0
2022/12/22 22:53:41,0.206,1.758,0
2022/12/22 22:53:42,-0.614,1.585,0
2022/12/22 22:53:43,-0.103,1.35,0
2022/12/22 22:53:44,0.981,1.402,0
2022/12/22 22:53:46,-0.204,2.458,0
2022/12/22 22:53:47,-0.469,1.566,0
2022/12/22 22:53:48,0.199,0.679,48
2022/12/22 22:53:49,0.307,0.631,42
2022/12/22 22:53:51,0.154,1.913,75
2022/12/22 22:53:52,0.052,1.928,91
2022/12/22 22:53:53,0.924,1.196,85
2022/12/22 22:53:54,0.415,1.551,127
2022/12/22 22:53:55,0.102,1.79,147
2022/12/22 22:53:57,0.41,1.572,106
2022/12/22 22:53:58,-0.56,1.986,114
2022/12/22 22:53:59,-0.254,1.813,101
2022/12/22 22:54:00,0.303,2.255,66
2022/12/22 22:54:02,0.103,1.352,58
2022/12/22 22:54:03,-0.359,1.36,75
2022/12/22 22:54:04,0.512,1.718,69
2022/12/22 22:54:05,-0.153,1.342,99
2022/12/22 22:54:06,0.051,1.871,147
2022/12/22 22:54:08,0,1.762,119
2022/12/22 22:54:09,0.208,1.826,83
2022/12/22 22:54:10,0.257,1.798,46
2022/12/22 22:54:12,-0.307,1.466,33
2022/12/22 22:54:13,-0.728,1.648,9
2022/12/22 22:54:14,0.101,1.874,2
2022/12/22 22:54:15,-0.616,1.401,4
2022/12/22 22:54:16,0.666,2.16,0
2022/12/22 22:54:17,-0.458,1.617,0
2022/12/22 22:54:19,0,2.315,0
2022/12/22 22:54:20,0.867,1.629,0
2022/12/22 22:54:21,-0.153,1.371,0
2022/12/22 22:54:22,-0.467,0.849,0
2022/12/22 22:54:23,0.358,1.568,0
2022/12/22 22:54:25,0.518,0.891,0
2022/12/22 22:54:26,0.307,1.309,0
2022/12/22 22:54:27,-0.102,2.036,0
2022/12/22 22:54:28,0.258,1.348,0
2022/12/22 22:54:30,0.355,2.467,0
2022/12/22 22:54:31,0.151,2.071,0
2022/12/22 22:54:32,0.307,1.888,0
2022/12/22 22:54:33,0.309,1.209,0
2022/12/22 22:54:34,0.6690001,2.247,0
2022/12/22 22:54:36,0.776,1.209,20
2022/12/22 22:54:37,0.506,1.029,21
2022/12/22 22:54:38,-0.05,1.253,13
2022/12/22 22:54:39,-0.36,1.614,2
2022/12/22 22:54:40,0.154,1.162,0
2022/12/22 22:54:42,0.41,0.988,0
2022/12/22 22:54:43,0.562,1.616,0
2022/12/22 22:54:44,-0.154,1.848,0
2022/12/22 22:54:45,-0.201,2.569,0
2022/12/22 22:54:47,0.364,0.981,0
2022/12/22 22:54:48,-0.357,2.166,0
2022/12/22 22:54:49,-0.717,1.521,0
2022/12/22 22:54:50,-0.153,1.107,0
2022/12/22 22:54:51,0.659,2.274,0
2022/12/22 22:54:53,0.562,1.831,0
2022/12/22 22:54:54,0.978,1.703,0
2022/12/22 22:54:55,-0.209,1.261,0
2022/12/22 22:54:56,0.719,1.96,0
2022/12/22 22:54:57,0.8809999,0.937,0
2022/12/22 22:54:59,-0.051,1.918,0
2022/12/22 22:55:00,0.051,1.874,0
2022/12/22 22:55:01,0.977,1.51,0
2022/12/22 22:55:02,0.052,1.2,0
2022/12/22 22:55:03,-0.354,1.839,0
2022/12/22 22:55:05,-0.05,1.353,0
2022/12/22 22:55:06,0.66,1.745,0
2022/12/22 22:55:07,-0.102,1.207,0
2022/12/22 22:55:08,0,1.964,0
2022/12/22 22:55:10,-0.302,1.329,0
2022/12/22 22:55:11,-0.563,1.497,2
2022/12/22 22:55:12,0.609,2.115,0
2022/12/22 22:55:13,-0.763,1.98,0
2022/12/22 22:55:14,0.926,0.989,0
2022/12/22 22:55:15,-0.311,1.448,0
2022/12/22 22:55:17,-0.307,1.701,0
2022/12/22 22:55:18,0.575,1.053,0
2022/12/22 22:55:19,0.512,1.29,0
2022/12/22 22:55:20,0.87,1.142,0
2022/12/22 22:55:21,-0.307,1.183,0
2022/12/22 22:55:23,0.052,1.907,3
2022/12/22 22:55:24,0.514,1.15,16
2022/12/22 22:55:25,-0.559,1.785,9
2022/12/22 22:55:26,0.207,0.8389999,6
2022/12/22 22:55:28,0.2,1.359,0
2022/12/22 22:55:29,-0.52,1.88,0
2022/12/22 22:55:30,0.614,1.514,0
2022/12/22 22:55:31,-0.204,1.736,0
2022/12/22 22:55:32,0,2.365,0
2022/12/22 22:55:34,0.516,1.625,0
2022/12/22 22:55:35,0.41,1.008,0
2022/12/22 22:55:36,0.672,1.039,0
2022/12/22 22:55:37,-0.052,1.937,0
2022/12/22 22:55:39,0.255,1.259,0
2022/12/22 22:55:40,0.56,1.195,0
2022/12/22 22:55:41,-0.46,1.895,0
2022/12/22 22:55:42,0.102,1.652,0
2022/12/22 22:55:43,-0.1,1.315,0
2022/12/22 22:55:44,0.511,1.495,0
2022/12/22 22:55:46,0.617,1.614,0
2022/12/22 22:55:47,0.611,2.027,0
2022/12/22 22:55:48,0.359,1.144,0
2022/12/22 22:55:49,-0.104,1.348,0
2022/12/22 22:55:51,0.203,1.272,0
2022/12/22 22:55:52,-0.103,1.198,0
2022/12/22 22:55:53,-0.052,1.869,0
2022/12/22 22:55:54,-0.51,2.049,38
2022/12/22 22:55:55,-0.207,1.948,114
2022/12/22 22:55:57,0,1.568,128
2022/12/22 22:55:58,0.104,1.839,114
2022/12/22 22:55:59,-0.515,1.521,79
2022/12/22 22:56:00,0.618,1.354,52
2022/12/22 22:56:01,0.607,1.473,16
2022/12/22 22:56:03,0.154,1.382,0
2022/12/22 22:56:04,0,1.712,0
2022/12/22 22:56:05,-0.258,1.101,0
2022/12/22 22:56:06,0.778,1.094,0
2022/12/22 22:56:08,-0.259,1.555,0
2022/12/22 22:56:09,-0.051,1.831,0
2022/12/22 22:56:10,0.611,1.921,0
2022/12/22 22:56:11,0.154,1.416,0
2022/12/22 22:56:12,-0.1,1.314,0
2022/12/22 22:56:14,0.204,1.742,0
2022/12/22 22:56:15,-0.101,1.409,0
2022/12/22 22:56:16,-0.653,1.632,0
2022/12/22 22:56:17,0.205,1.766,0
2022/12/22 22:56:18,-0.051,1.675,0
2022/12/22 22:56:20,-0.102,1.827,0
2022/12/22 22:56:21,-0.354,1.894,0
2022/12/22 22:56:22,0,1.407,0
2022/12/22 22:56:23,0.051,1.254,0
2022/12/22 22:56:24,-0.153,2.233,0
2022/12/22 22:56:26,0.405,1.866,0
2022/12/22 22:56:27,0.207,1.145,0
2022/12/22 22:56:28,0.204,1.829,0
2022/12/22 22:56:29,-0.254,1.977,0
2022/12/22 22:56:31,0.727,1.772,0
2022/12/22 22:56:32,-0.103,0.932,0
2022/12/22 22:56:33,-0.153,1.893,0
2022/12/22 22:56:34,-0.051,0.948,0
2022/12/22 22:56:35,0.103,1.53,42
2022/12/22 22:56:37,0.207,0.838,76
2022/12/22 22:56:38,-0.655,1.769,65
2022/12/22 22:56:39,0.206,2.129,33
2022/12/22 22:56:40,0.978,1.88,10
2022/12/22 22:56:41,0.208,2.138,0
2022/12/22 22:56:43,0,1.739,0
2022/12/22 22:56:44,0.262,1.474,0
2022/12/22 22:56:45,0.103,1.901,0
2022/12/22 22:56:46,1.295,1.474,0
2022/12/22 22:56:48,-0.051,1.278,0
2022/12/22 22:56:49,0.978,2.038,0
2022/12/22 22:56:50,0.257,1.679,0
2022/12/22 22:56:51,-0.306,1.878,0
2022/12/22 22:56:53,-0.153,1.315,0
2022/12/22 22:56:54,-0.253,1.955,0
2022/12/22 22:56:55,-0.458,1.925,0
2022/12/22 22:56:56,0.154,1.368,0
2022/12/22 22:56:57,0.153,1.874,0
2022/12/22 22:56:58,-0.155,0.632,0
2022/12/22 22:57:00,0.307,1.397,0
2022/12/22 22:57:01,-0.459,1.412,0
2022/12/22 22:57:02,0.619,1.577,0
2022/12/22 22:57:03,0.152,1.159,0
2022/12/22 22:57:04,0.413,1.141,0
2022/12/22 22:57:06,0.31,1.558,0
2022/12/22 22:57:07,0.66,1.096,0
2022/12/22 22:57:08,-0.154,1.607,0
2022/12/22 22:57:09,-0.204,1.626,0
2022/12/22 22:57:10,-0.66,2.036,0
2022/12/22 22:57:12,-0.102,1.469,0
2022/12/22 22:57:13,0.772,1.95,0
2022/12/22 22:57:14,-0.352,2.183,0
2022/12/22 22:57:15,0.155,2.645,0
2022/12/22 22:57:16,0.051,1.644,0
2022/12/22 22:57:18,0,1.525,0
2022/12/22 22:57:19,-0.309,1.356,0
2022/12/22 22:57:20,-0.101,1.753,0
2022/12/22 22:57:21,-0.405,0.946,0
2022/12/22 22:57:22,0.307,1.1,0
2022/12/22 22:57:24,0.512,1.984,0
2022/12/22 22:57:25,0.206,1.914,0
2022/12/22 22:57:26,-0.254,1.387,0
2022/12/22 22:57:27,0,0.791,0
2022/12/22 22:57:29,-0.357,1.893,0
2022/12/22 22:57:30,0,0.833,0
2022/12/22 22:57:31,-0.302,1.656,0
2022/12/22 22:57:32,0.518,0.933,0
2022/12/22 22:57:33,-0.402,1.991,0
2022/12/22 22:57:35,0.55,1.429,0
2022/12/22 22:57:36,0.051,1.611,0
2022/12/22 22:57:37,0.255,1.358,0
2022/12/22 22:57:38,-0.313,0.894,0
2022/12/22 22:57:39,0.154,1.308,0
2022/12/22 22:57:41,0.362,1.97,0
2022/12/22 22:57:42,0.207,1.364,0
2022/12/22 22:57:43,0.768,1.36,0
2022/12/22 22:57:44,0.714,1.358,0
2022/12/22 22:57:45,-0.051,1.366,0
2022/12/22 22:57:47,-0.203,1.094,0
2022/12/22 22:57:48,0.313,1.094,0
2022/12/22 22:57:50,-0.256,1.762,0
2022/12/22 22:57:50,0,1.608,0
2022/12/22 22:57:51,0.512,0.796,0
2022/12/22 22:57:53,0.203,1.622,0
2022/12/22 22:57:54,0.254,1.316,0
2022/12/22 22:57:55,-0.152,1.775,0
2022/12/22 22:57:56,0.8059999,1.44,0
2022/12/22 22:57:57,0.358,1.62,0
2022/12/22 22:57:59,-0.201,1.257,0
2022/12/22 22:58:00,0.308,1.517,0
2022/12/22 22:58:01,0.151,1.47,0
2022/12/22 22:58:02,0.313,2.012,0
2022/12/22 22:58:03,0.209,1.61,0
2022/12/22 22:58:05,-0.201,1.574,0
2022/12/22 22:58:06,-0.409,2.351,0
2022/12/22 22:58:07,0.302,2.115,0
2022/12/22 22:58:08,0.465,1.14,0
2022/12/22 22:58:10,0.103,1.212,0
2022/12/22 22:58:11,1.355,1.032,0
2022/12/22 22:58:12,0.468,0.733,0
2022/12/22 22:58:13,-0.153,1.97,0
2022/12/22 22:58:14,0.813,0.932,0
2022/12/22 22:58:16,0.508,1.783,0
2022/12/22 22:58:17,-0.303,0.73,0
2022/12/22 22:58:18,0.304,1.219,0
2022/12/22 22:58:19,-0.513,1.619,0
2022/12/22 22:58:20,0.68,2.191,0
2022/12/22 22:58:22,-0.153,1.777,0
2022/12/22 22:58:23,0.826,1.568,0
2022/12/22 22:58:24,-0.503,1.793,0
2022/12/22 22:58:25,0.718,1.571,0
2022/12/22 22:58:27,0.359,1.524,0
2022/12/22 22:58:28,0,0.9309999,0
2022/12/22 22:58:29,0.611,1.256,0
2022/12/22 22:58:30,-0.408,0.88,0
2022/12/22 22:58:31,0.256,1.423,0
2022/12/22 22:58:33,0.258,1.899,0
2022/12/22 22:58:34,-0.462,1.369,0
2022/12/22 22:58:35,-0.511,1.778,0
2022/12/22 22:58:36,0,1.623,0
2022/12/22 22:58:37,0.153,1.675,0
2022/12/22 22:58:39,0.052,1.134,0
2022/12/22 22:58:40,0,1.767,0
2022/12/22 22:58:41,0.507,0.769,0
2022/12/22 22:58:42,-0.608,0.996,0
2022/12/22 22:58:43,0.518,1.466,0
2022/12/22 22:58:45,0.258,1.909,0
2022/12/22 22:58:46,0.611,1.572,0
2022/12/22 22:58:47,-0.051,0.781,0
2022/12/22 22:58:53,0.254,1.143,0
2022/12/22 22:58:53,0.359,1.701,0
2022/12/22 22:58:53,-0.456,1.406,0
2022/12/22 22:58:53,0.584,0.729,0
2022/12/22 22:58:53,0.153,1.437,0
2022/12/22 22:58:54,0.105,2.121,0
2022/12/22 22:58:55,-0.352,1.88,0
2022/12/22 22:58:57,0.563,1.874,0
2022/12/22 22:58:58,-0.666,0.8389999,0
2022/12/22 22:58:59,-0.205,1.097,0
2022/12/22 22:59:00,-0.564,0.786,0
2022/12/22 22:59:01,-0.304,1.053,0
2022/12/22 22:59:03,0,1.691,0
2022/12/22 22:59:04,0.509,1.837,0
2022/12/22 22:59:05,-0.154,1.559,0
2022/12/22 22:59:06,-0.103,1.668,18
2022/12/22 22:59:07,-0.102,1.62,35
2022/12/22 22:59:09,-0.256,1.517,38
2022/12/22 22:59:10,0,1.809,20
2022/12/22 22:59:11,0.308,1.2,10
2022/12/22 22:59:12,-0.26,1.523,0
2022/12/22 22:59:14,0.718,1.345,0
2022/12/22 22:59:15,0.411,0.628,0
2022/12/22 22:59:16,-0.254,1.466,0
2022/12/22 22:59:17,-0.103,2.04,0
2022/12/22 22:59:18,0.419,1.306,0
2022/12/22 22:59:20,0.361,1.47,1
2022/12/22 22:59:21,-0.614,1.675,32
2022/12/22 22:59:22,0,1.505,37
2022/12/22 22:59:23,0,1.393,67
2022/12/22 22:59:24,0.609,2.111,98
2022/12/22 22:59:26,-0.406,2.042,73
2022/12/22 22:59:27,-0.913,1.418,44
2022/12/22 22:59:28,0.516,2.075,4
2022/12/22 22:59:29,-0.101,1.613,0
2022/12/22 22:59:31,0.506,1.914,0
2022/12/22 22:59:32,0.153,1.27,0
2022/12/22 22:59:33,0.304,1.088,0
2022/12/22 22:59:34,-0.403,1.892,0
2022/12/22 22:59:35,0.711,0.781,0
2022/12/22 22:59:37,-0.102,1.29,0
2022/12/22 22:59:38,0,0.692,0
2022/12/22 22:59:39,0.153,1.595,0
2022/12/22 22:59:40,0.982,1.721,0
2022/12/22 22:59:41,0.664,1.315,0
2022/12/22 22:59:43,0.465,1.772,0
2022/12/22 22:59:44,0.207,2.053,0
2022/12/22 22:59:45,0.312,1.568,28
2022/12/22 22:59:46,0.257,1.66,27
2022/12/22 22:59:47,0.1,1.363,7
2022/12/22 22:59:49,0,1.105,0
2022/12/22 22:59:50,0.203,1.834,0
